entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 9;Parque Alberdi: Puesta en valor;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$29.748.651,00;9;Mataderos;Directorio Av. Y De La Torre, Lisandro Av.;-34,66012977;-58,50310903;2017-08-05;2017-10-15;2;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna9_parquealberdirender_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna9_parquealberdi_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna9_parquealberdi_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna9_parquealberdirender_foto4.jpg;DOLCOR SOCIEDAD DE RESPONSABILIDAD LIMITADA;2017;;;30710137621;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-9;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129610;;;;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 14;Plaza Gould: Puesta en valor;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$30.549.556,00;14;Palermo;Sarmiento Av. 3504;-34,57016239;-58,41073449;2017-03-22;2017-10-25;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermoplazagould_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermoplazagould_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermoplazagould_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermoplazagould_foto4.JPG;PARQUIZAR SES SA - MANTELECTRIC ICISA UTE;2017;;;33714746559;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=117670;;;;;;;;;;;;;;;;;;;;;;
Bajo Autopista;Nueva Plaza Bajo Au. Gral Paz Y Av. Juan B Justo;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$8.549.578,00;10;Versalles;Paz, Gral. Av. Y Justo, Juan B. Av.;-34,63481106;-58,52896839;2017-05-24;2017-10-15;5;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_bajoautopistabajoausanjuangeneralpazyjuanbjusto_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_bajoautopistabajoausanjuangeneralpazyjuanbjusto_foto2.jpg;;;Urbaser Argentina S.A - Ceob Sa Ute;2017;;;30714682489;;;;;;https://www.buenosaires.gob.ar/baobras/bajo-autopistas;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=117670;;;;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 2;Paseo Lineal Canal 7;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$6.549.517,00;2;Recoleta;Figueroa Alcorta, Pres. Av. 2977;-34,58115891;-58,39686707;2017-07-31;2017-10-20;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_paseolinealcanal7_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_paseolinealcanal7_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_paseolinealcanal7_foto3.JPG;;Salvatori S.A Parques Y Jardines;2017;;;30512700124;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-2;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=117670;;;;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 14;Parque Las Heras: Puesta en valor integral;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$56.809.263,00;14;Palermo;Las Heras General Av. Y Diaz, Cnel. Av.;-34,58345609;-58,40617763;2017-02-05;2017-11-13;9;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_parquelasheras_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_parquelasheras_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_parquelasheras_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_parquelasheras_foto4.JPG;Salvatori S.A Parques Y Jardines;2017;;;30512700124;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129588;;;;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 1;Boulevard Vera Pe�aloza;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$6.500.000,00;1;Puerto Madero;Vera Pe�aloza, Rosario Y Dealessi, Pierina;-34,617569;-58,362888;2017-04-10;2017-11-17;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_boulevardverapenaloza_foto1.jpg;;;;Algieri S.A;2017;;;30699339810;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-1;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=117670;;;;;;;;;;;;;;;;;;;;;;
Eje Sur;Nueva Plaza Casa Amarilla;Finalizada;Espacio P�blico;Ministerio de Espacio P�blico e Higiene Urbana;Espacios Verdes;$2.500.000,00;4;La Boca;Brown, Alte. Av. 453;-34,62959956;-58,36481164;2017-03-10;2017-12-15;9;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejesurnuevaplazacasaamarilla_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejesurnuevaplazacasaamarilla_foto2.jpg;;;Indaltec S.A. Comercializadora Pac��fico S.A. UTE;2018;;;30712217487;;;;;;https://www.buenosaires.gob.ar/baobras/eje-sur;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=117670;;;;;;;;;;;;;;;;;;;;;;
Barrio 31;Barrio 31: Calle Manzana 104 Y 12;Finalizada;Espacio P�blico;Ministerio de Desarrollo Humano y H�bitat;Se implement� una nueva infraestructura, red de cloaca, red pluvial, tendido de ca�er��a el�ctrica,red de agua y pavimento, de la calle de la manzana 104 y 12.;$19.998.005,00;1;Retiro;Gendarmeria Nacional Av. 689;-34,58348588;-58,37463904;2016-07-15;2017-02-20;7;100;https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_calle104y12_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/104%2C%20despu%C3%A9s.jpeg;;;Kopar S.A;2016;Contrataci�n Directa;2656-SIGAF/16;30707504990;43190;10;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-31;https://boletinoficial.buenosaires.gob.ar/normativaba/norma/321986;15046616-2016-MGEYA-SSIUYCG;;;;;;;;;;;;;;;;;;;;;
Barrio 31;Barrio 31: Calle Avellaneda;Finalizada;Espacio P�blico;Ministerio de Desarrollo Humano y H�bitat;Se implement� una nueva infraestructura, red de cloaca, red pluvial, tendido de ca�er��a el�ctrica,red de agua y pavimento, de la calle de la manzana 104 y 12.;$19.932.136,00;1;Retiro;Gendarmeria Nacional Av. 690;-34,58359589;-58,37453562;2016-08-15;2017-03-15;7;100;https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_calleavellaneda_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/Avellaneda%2C%20despu%C3%A9s.jpg;;;Pose;2016;Contrataci�n Directa;2965-SIGAF/16;30709107123;43190;10;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-31;https://boletinoficial.buenosaires.gob.ar/normativaba/norma/325414;6175291/MGEYA/DGOI/16;;;;;;;;;;;;;;;;;;;;;
Barrio 21 24;Barrio 21 24: Club Zavaleta Jr Etapa 2;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y H�bitat;Se redimension� la platea de fundaci�n del muro de contenci�n y el acondicionamiento del entorno de la cancha.;$294.174,00;4;Barracas;Iriarte, Gral. Av. 3800;-34,65099913;-58,40012629;2017-06-16;2017-09-15;3;100;https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_clubzavaletajr.despu%C3%A9s_imagen1.jpg;;;;Cooperativa;2017;;;;1806;37;;;;https://www.buenosaires.gob.ar/baobras/villa-21-24;;;;;;;;;;;;;;;;;;;;;;;
Barrio 21 24;Barrio 21 24: Portal Mundo Gr�a;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y H�bitat;La obra consisti� en la construcci�n de un Portal Inclusivo de Infraestructura, adem�s, se crearon y equiparon de un espacio de esparcimiento. ;$1.776.493,00;4;Nueva Pompeya;Iguaz� Y Don Pedro De Mendoza;-34658478;-58.402.210;2017-06-29;2018-02-05;8;100;https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_portalmundogr%C3%BAadurante_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_portalmundogr%C3%BAaantes_imagen2.jpg;;;Cooperativa;2017;;;;4036;45;;;;https://www.buenosaires.gob.ar/baobras/villa-21-24;;;;;;;;;;;;;;;;;;;;;;;
Barrio 1 11 14;Barrio 1 11 14: Cloacas En Cancha Paraguayo;Finalizada;Hidr�ulica e Infraestructura;Ministerio de Desarrollo Humano y H�bitat;"Se realiz� la ejecuci�n de infraestructura cloacal para frentistas a ""Cancha Paraguayos"". ";$1.000.000,00;7;Flores;Calle 3 (Primera Paralela Al Norte De Av. Varela);-34,64899;-58,440442;2017-08-12;2017-09-05;1;100;https://cdn2.buenosaires.gob.ar/baobras/desarrollohumanoyhabitat/Cloacas%20Cancha%20Paraguayos.%20Durante.JPG;https://cdn2.buenosaires.gob.ar/baobras/desarrollohumanoyhabitat/Cloacas%20Cancha%20Paraguayos.%20Antes.jpg;;;Cooperativa;2017;;;;1560;36;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-1-11-14;;;;;;;;;;;;;;;;;;;;;;;
Barrio 1 11 14;Barrio 1 11 14: Infraestructura Cloacal En Pasaje San Jorge;Finalizada;Espacio P�blico;Ministerio de Desarrollo Humano y H�bitat;El proyecto const� de una nueva red de desag��e cloacal y de tareas que comprenden el ordenamiento del espacio p�blico.;$2.697.238,00;7;Flores;Calle 3 (Primera Paralela Al Norte De Av. Varela);-34,64899;-58,440442;2017-09-02;2018-02-28;5;100;https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_cloacassanjorgedurante_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_cloacassanjorgeantes_imagen2.jpg;;;Cooperativa;2017;;;;5768;45;SI;;;https://www.buenosaires.gob.ar/baobras/barrio-1-11-14;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 4;Escuela Primaria Com�n N� 17 Pedro Melit�n Ledesma: Mejora edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obras De Instalaci�n De Gas;$883.167,00;4;Nueva Pompeya;Traful 3835;-34,65169535;-58,41484405;2017-04-29;2017-06-15;2;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria17_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria17_foto2.JPG;;;Betonhaus S.A.;2017;;;30708568240;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 5;Escuela Primaria Com�n N� 20 Eloy Fern�ndez Alonso;Finalizada;Escuelas;Ministerio de Educaci�n;Obras Para Mejoramiento Edilicio.;$508.696,00;5;Boedo;Mu�iz 2147;-34,639106;-58,422338;2017-04-10;2017-07-09;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna5_escprimaria20_foto1.jpg;;;;Betonhaus S.A.;2017;;;30708568240;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-5;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 14;Escuela Primaria Com�n N� 06 Vicente Fidel L�pez: Mejora Edicilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$201.654,00;14;Palermo;Santa Fe Av. 5039;-34,57670365;-58,43080522;2016-12-23;2017-06-03;6;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png;;;;Filip S.A.;2016;;;30708268093;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-14;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 6;Escuela Primaria Com�n N� 25 Republica De Guatemala;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Reparaci�n De Techos;$149.556,00;6;Caballito;Mendez De Andes 1451;-34,61764122;-58,4545106;2017-05-13;2017-07-09;2;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria25_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria25_foto2.jpg;;;Betonhaus S.A.;2017;;;30708568240;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-6;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 12;Escuela Primaria Com�n N� 10 Dr. Ramon J. Carcano.;Finalizada;Escuelas;Ministerio de Educaci�n;Obras Para Mejoramiento Edilicio.;$2.929.698,00;12;Villa Urquiza;Bucarelli 1950;-34,58008346;-58,48443033;2017-03-06;2017-09-09;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria10_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria10_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria10_foto3.jpg;;CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A;2017;;;30678613033;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-12;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 13;Colegio N� 08 Julio Argentino Roca: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obras Para Mejoramiento Edilicio.;$776.730,00;13;Belgrano;Zuberbuhler Carlos E. 1850;-34,569205;-58,459782;2017-01-17;2017-04-22;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_colegio08_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_colegio08_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_colegio08_foto3.jpg;;CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A;2017;;;30678613033;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-13;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 12;Escuela Primaria Com�n N� 08 Jorge �ngel Boero: mejora edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obras Para Mejoramiento Edilicio.;$712.437,00;12;Villa Urquiza;Juramento 4849;-34,57579257;-58,48000581;2017-01-17;2017-04-22;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria08_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria08_foto2.jpg;;;CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A;2017;;;30678613033;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-12;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 2;Escuela Primaria Com�n N� 18 Dr. Rafael Herrera Vegas: Mejora edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n Dentro;$1.015.751,00;2;Recoleta;Las Heras General Av. 3086;-34,58356699;-58,40535152;2016-12-20;2017-06-08;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria18_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria18_foto2.jpg;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-2;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 2;Escuela Primaria Com�n N� 24 C. Y F. Pizarro Y M. Pizarro Y Monje: Mejora edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n;$516.130,00;2;Recoleta;Pe�a 2670;-34,588359;-58,401764;2017-03-01;2017-03-31;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria24_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria24_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria24_foto3.jpg;;DI PIETRO PAOLO RUBENS ERNESTO;2017;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-2;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 3;Instituto De Formaci�n T�cnica Superior N� 25: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas.;$145.564,00;3;Balvanera;Entre Rios Av. 757;-34,61751712;-58,39179208;2017-01-25;2017-05-01;4;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_institutodeformaciontecnicasuperior25_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_institutodeformaciontecnicasuperior25_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_institutodeformaciontecnicasuperior25_foto3.jpg;;DI PIETRO PAOLO RUBENS ERNESTO;2017;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-3;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 8;Escuela Primaria Com�n N� 09 Dr. Jos� Benjam��n Zubiaur: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$883.167,00;8;Villa Soldati;Berg, Carlos 3460;-34,66079623;-58,42814882;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria09_2_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria09_2_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria09_2_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria09_2_foto4.jpg;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 8;Escuela Primaria Com�n N� 11 Ponciano Vivanco: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$1.176.216,00;8;Villa Lugano;Oliden 2851;-34,66487633;-58,48952835;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria11_foto1.JPG;;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 7;Escuela Infantil N� 05: Mejora edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$174.274,00;7;Parque Chacabuco;Martinez, Victor 1780;-34,64022463;-58,43863993;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escuelainfanti04_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escuelainfanti04_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escuelainfanti04_foto3.jpg;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-7;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 4;Escuela Primaria Com�n N� 20 Nieves Escalada De Oromi: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$47.514,00;4;Barracas;San Antonio 682;-34,65011946;-58,37777781;2017-02-16;2017-03-10;1;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria20_foto1.JPG;;;;DI PIETRO PAOLO RUBENS ERNESTO;2017;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 1;Escuela Primaria Com�n N� 07 Gral. G��emes: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$132.465,00;1;Constituci�n;Calvo, Carlos 1140;-34,61979221;-58,38219051;2017-03-07;2017-03-10;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_escprimaria07_foto1.JPG;;;;DI PIETRO PAOLO RUBENS ERNESTO;2017;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 8;Escuela Primaria Com�n N� 18 San Juan Bautista De La Salle: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$160.446,00;8;Villa Soldati;Corrales 3450;-34,66550194;-58,4439159;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png;;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 8;Escuela Primaria N� 20 Maestro Carlos Alberto Carranza: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$688.681,00;8;Villa Soldati;Martinez Castro 3067;-34,66228085;-58,44870491;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria20_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria20_foto2.jpg;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 5;Jard��n De Infantes Integral N� 03: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$360.499,00;5;Boedo;Independencia Av. 3354;-34,62079003;-58,41331971;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna5_jardinintegral03_foto1.JPG;;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-5;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 7;Escuela Primaria Com�n N� 06 Dr. Carlos Vaz Ferreira: Mejora edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$624.752,00;7;Flores;Varela Av. 1040;-34,6406369;-58,45725041;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimaria06_foto1.JPG;;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-7;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 8;Escuela Primaria Com�n N� 04 Ricardo G��iraldes: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n;$92.787,00;8;Villa Lugano;Riestra Av. 5030;-34,67180129;-58,4693813;2016-10-24;2017-06-16;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria04_foto1.JPG;;;;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 4;Escuela Primaria Com�n N� 07 Juan De Garay: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n Y Reparaci�n De Cubiertas;$728.807,00;4;Barracas;Caseros Av. 734;-34,62711948;-58,37496889;2017-01-30;2017-06-27;5;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria07_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria07_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria07_foto3.JPG;;Dilthey S.A.;2017;;;30711331847;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;;;;;;;;;;;;;;;;;;;;;;;
Obras en escuelas de Comuna 12;Escuela Primaria Com�n N� 06 Luis Pasteur: mejora edilicia.;Finalizada;Escuelas;Ministerio de Educaci�n;Obra De Impermeabilizaci�n De Cubiertas;$532.955,00;12;Villa Urquiza;Nahuel Huapi 5740;-34,57537375;-58,49625188;2016-12-23;2017-06-03;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria06_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria06_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria06_foto3.jpg;;Filip S.A.;2016;;;30708268093;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-12;;;;;;;;;;;;;;;;;;;;;;;
